#;Eruption;agreeableness;at_target_port;belief_base;boarded;boarded_vehicle;boomHeard;charisma;color;communicate_status;conscientiousness;contagionThreshold;current_edge;current_norm;current_path;current_plan;decided_to_board;desire_base;destination;emotion_base;enjoying_my_time;evacuation_order;extroversion;fearEruption;friend_status;friend_to_rescue;going_rescue_someone;going_to_port;heading;ideal_base;in_target_port;index;intention_base;intention_persistence;joyPort;law_base;left_the_island;location;max_perceived_boom_intensity;my_communicated_statuses;my_friends;name;need_boarding_decision;need_evac_decision;neurotism;noEruption;no_friend_needs_help;norm_base;obedience;obligation_base;openness;perceivedOther;perceived_boom_coefficient;place_to_evacuate_from;plan_base;plan_persistence;port_to_evacuate_from;prepared_to_evacuate;preparing;probabilistic_choice;real_speed;receptivity;rescue_someone;sanction_base;social_link_base;speed;thinking;time_spent_preparing;took_evac_decision;total_preparing_time;uncertaintyConversion;uncertainty_base;use_emotions_architecture;use_norms;use_persistence;use_personality;use_social_architecture;view_dist;waiting_for_someone
49;predicate(Eruption,true);0.6533463671385487;predicate(at target port,true);[Belief(predicate(evacuation order,true),People49,1.0,-1),Belief(predicate(decided to go to port,true),People49,1.0,-1),Belief(predicate(took an evacuation decision,true),People49,1.0,842),Belief(predicate(prepared to evacuate,true),People49,1.0,-1),Belief(predicate(friend status,{name=People4, location={1372.7958906384688,1608.5737554979044,0.0}, status=going to port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People41, location={769.8686013766094,2363.8860847295555,0.0}, status=going to port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People3, location={1421.6219115325089,1841.6845729960314,0.0}, status=going to port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People9, location={2029.5084296909336,1989.2005370766508,0.0}, status=going to port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People1, location={1560.0907835293842,1856.5298261191301,0.0}, status=going to port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People21, location={1847.0819705001632,1370.5547443280077,0.0}, status=going to port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People39, location={1906.8958103981818,1505.352514363419,0.0}, status=going to port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People26, location={3942.1017578830783,5712.555659235273,0.0}, status=going to port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People37, location={1949.9258084945307,3227.8474975786826,0.0}, status=going to port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People38, location={1571.5017207950007,2102.9619020238465,0.0}, status=going to port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People45, location={1402.0534236082458,1455.8092861035839,0.0}, status=at port},true),People49,1.0,-1),Belief(predicate(friend status,{name=People28, location={1890.2056237579102,1903.9069922102626,0.0}, status=going to port},true),People49,1.0,-1)];false;nil;predicate(Boom,true);0.46279297734569064;#blue;predicate(communicate status,true);0.7111322059173802;0.5;Roads(324);nil;([Roads(324),Roads(359),Roads(1221),Roads(702),Roads(651),Roads(2292),Roads(1558),Roads(1609),Roads(2733),Roads(1930),Roads(2275),Roads(2308),Roads(2361),Roads(2414),Roads(2787),Roads(1423),Roads(1473),Roads(2188),Roads(914),Roads(834),Roads(981),Roads(998),Roads(2324),Roads(361),Roads(360),Roads(1575),Roads(169),Roads(164),Roads(165),Roads(1877),Roads(171),Roads(634),Roads(2553),Roads(473),Roads(946)]) as path;BDIPlan(go_to_nearest_port);false;[Desire(predicate(preparing to evacuate,true),People49,1.0,-1),Desire(predicate(Eruption,false),People49,1.0,-1),Desire(predicate(at target port,true),People49,1.0,-1)];{1934.209525729671,1271.6128042531154,0.0};[];predicate(enjoying my time,true);predicate(evacuation order,true);0.46279297734569064;emotion(fear,predicate(Eruption,true),0.0,null,null);nil;nil;predicate(decided to go rescue someone,true);predicate(decided to go to port,true);120.49598253324643;[];predicate(in target port,true);49;[Intention(predicate(at target port,true),People49,1.0,-1)];0.8432865503002999;emotion(joy,predicate(in target port,true),0.0,null,null);[];predicate(left the island,true);{1938.43850861284,1264.432264703868,0.0};18;['going to port'];[People(21),People(39),People(4),People(9),People(38),People(26),People(37),People(45),People(1),People(41),People(28),People(3)];'People49';predicate(need to take a decision on whether to board,true);predicate(need to take a decision on whether to evacuate,true);0.2800529318575402;predicate(Eruption,false);predicate(no friend needs help,true);[];0.8259777760496735;[];0.5697246613986324;nil;0.0;nil;[BDIPlan(lets_wander),BDIPlan(prepare),BDIPlan(go_rescue),BDIPlan(choose_whether_to_evacuate),BDIPlan(update_friends),BDIPlan(go_to_nearest_port),BDIPlan(wait_to_board)];0.8432865503002999;Port(1);predicate(prepared to evacuate,true);predicate(preparing to evacuate,true);false;8.333333333333334;0.7199470681424598;predicate(rescue someone,true);[];[(People21,0.7,0.7,0.9,0.7,0.1),(People39,0.1,0.6,0.7,0.7,1.0),(People4,0.6,0.8,0.2,0.9,0.1),(People9,0.0,0.0,0.1,0.1,0.4),(People38,1.0,0.7,0.7,0.8,0.3),(People26,0.5,0.3,0.3,0.4,0.4),(People37,0.5,0.9,0.3,0.7,0.9),(People45,0.1,0.8,0.5,0.1,0.2),(People1,0.8,0.1,0.3,0.6,0.8),(People41,0.6,0.1,0.9,0.7,0.3),(People28,0.8,0.5,0.4,0.2,0.5),(People3,0.0,0.0,0.1,0.0,0.9)];8.333333333333334;['use plan : go_to_nearest_port','no more subintention forIntention(predicate(at target port,true),People49,1.0,-1)','use plan : go_to_nearest_port','no more subintention forIntention(predicate(at target port,true),People49,1.0,-1)','use plan : go_to_nearest_port'];3.0;predicate(took an evacuation decision,true);0.0;0.25;[];true;false;false;true;true;30.0;predicate(decided to wait for someone,true)
48;predicate(Eruption,true);0.4625645866406134;predicate(at target port,true);[Belief(predicate(evacuation order,true),People48,1.0,-1),Belief(predicate(decided to go to port,true),People48,1.0,-1),Belief(predicate(took an evacuation decision,true),People48,1.0,634),Belief(predicate(prepared to evacuate,true),People48,1.0,-1),Belief(predicate(friend status,{name=People17, location={1759.7015453005347,388.300519471424,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People31, location={1237.8119906134984,2263.749992827339,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People34, location={1512.963529247236,2625.5729999693135,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People19, location={2029.6768995887371,2070.1588953284627,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People43, location={1784.6978292622944,1192.1950105785552,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People44, location={2634.1266614151277,734.5117725389875,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People10, location={2134.98060368278,439.469858924697,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People27, location={1173.4348641113497,2432.1774754947032,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People2, location={2151.761470466276,2292.310767010909,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People29, location={1700.8416283725453,1053.4918900389155,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People22, location={1587.1465571401984,2114.9590576304035,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People30, location={1433.8890519573522,2689.6815987611767,0.0}, status=going to port},true),People48,1.0,-1),Belief(predicate(friend status,{name=People46, location={1672.3040464530309,1593.0146081157363,0.0}, status=going to port},true),People48,1.0,-1)];false;nil;predicate(Boom,true);0.5321282022371571;#blue;predicate(communicate status,true);0.5382928015127361;0.5;Roads(2496);nil;([Roads(2496),Roads(2483),Roads(2016),Roads(1221),Roads(702),Roads(651),Roads(2292),Roads(1558),Roads(1609),Roads(2733),Roads(1930),Roads(2275),Roads(2308),Roads(2361),Roads(2414),Roads(2787),Roads(1423),Roads(1473),Roads(2188),Roads(914),Roads(834),Roads(981),Roads(998),Roads(2324),Roads(361),Roads(360),Roads(1575),Roads(169),Roads(164),Roads(165),Roads(1877),Roads(171),Roads(634),Roads(2553),Roads(473),Roads(946)]) as path;BDIPlan(go_to_nearest_port);false;[Desire(predicate(Eruption,false),People48,1.0,-1),Desire(predicate(at target port,true),People48,1.0,-1),Desire(predicate(preparing to evacuate,true),People48,1.0,-1)];{1782.8189886254897,1285.4916510724788,0.0};[];predicate(enjoying my time,true);predicate(evacuation order,true);0.5321282022371571;emotion(fear,predicate(Eruption,true),0.0,null,null);nil;nil;predicate(decided to go rescue someone,true);predicate(decided to go to port,true);232.69439408092;[];predicate(in target port,true);48;[Intention(predicate(at target port,true),People48,1.0,-1)];0.7336844018464179;emotion(joy,predicate(in target port,true),0.0,null,null);[];predicate(left the island,true);{1787.8695405244807,1292.1201026231838,0.0};18;['going to port'];[People(17),People(2),People(29),People(10),People(22),People(43),People(46),People(34),People(30),People(27),People(31),People(44),People(19)];'People48';predicate(need to take a decision on whether to board,true);predicate(need to take a decision on whether to evacuate,true);0.42036496087766856;predicate(Eruption,false);predicate(no friend needs help,true);[];0.7074098487275072;[];0.33119844522416;nil;0.0;nil;[BDIPlan(lets_wander),BDIPlan(prepare),BDIPlan(go_rescue),BDIPlan(choose_whether_to_evacuate),BDIPlan(update_friends),BDIPlan(go_to_nearest_port),BDIPlan(wait_to_board)];0.7336844018464179;Port(1);predicate(prepared to evacuate,true);predicate(preparing to evacuate,true);false;8.333333333333334;0.5796350391223315;predicate(rescue someone,true);[];[(People17,0.1,0.7,0.9,0.6,0.4),(People2,0.0,0.1,0.4,0.8,0.9),(People29,0.4,0.4,1.0,0.9,0.1),(People10,0.8,0.5,0.3,0.7,0.6),(People22,0.1,0.1,0.2,0.2,0.3),(People43,0.3,0.6,0.4,1.0,0.7),(People46,0.5,0.5,0.9,0.3,0.8),(People34,0.2,0.2,0.7,0.6,0.1),(People30,0.5,0.7,0.0,0.9,0.7),(People27,0.3,0.5,0.9,0.5,0.6),(People31,0.0,0.2,0.8,0.1,0.7),(People44,0.5,0.6,0.8,0.6,0.3),(People19,0.2,0.4,0.7,0.9,0.4)];8.333333333333334;['use plan : go_to_nearest_port','no more subintention forIntention(predicate(at target port,true),People48,1.0,-1)','use plan : go_to_nearest_port','no more subintention forIntention(predicate(at target port,true),People48,1.0,-1)','use plan : go_to_nearest_port'];5.0;predicate(took an evacuation decision,true);0.0;0.25;[];true;false;false;true;true;30.0;predicate(decided to wait for someone,true)
47;predicate(Eruption,true);0.3647738393136353;predicate(at target port,true);[Belief(predicate(friend status,{name=People14, location={1975.9273253679696,2112.578546827026,0.0}, status=unknown},true),People47,1.0,-1),Belief(predicate(friend status,{name=People24, location={3938.2317761203367,5697.712638069171,0.0}, status=unknown},true),People47,1.0,-1),Belief(predicate(evacuation order,true),People47,1.0,-1),Belief(predicate(decided to go to port,true),People47,1.0,-1),Belief(predicate(took an evacuation decision,true),People47,1.0,685),Belief(predicate(prepared to evacuate,true),People47,1.0,-1),Belief(predicate(friend status,{name=People5, location={1829.5450900510148,966.3145706452773,0.0}, status=going to port},true),People47,1.0,-1),Belief(predicate(friend status,{name=People18, location={1072.6839393234638,2129.25126181225,0.0}, status=going to port},true),People47,1.0,-1),Belief(predicate(friend status,{name=People32, location={2582.876267429944,820.172025585433,0.0}, status=going to port},true),People47,1.0,-1),Belief(predicate(friend status,{name=People23, location={3922.76988268199,5666.431208792335,0.0}, status=going to port},true),People47,1.0,-1),Belief(predicate(friend status,{name=People7, location={1709.2590055325904,920.6468546973417,0.0}, status=going to port},true),People47,1.0,-1),Belief(predicate(friend status,{name=People15, location={1102.969626849267,3648.674202997274,0.0}, status=going to port},true),People47,1.0,-1),Belief(predicate(friend status,{name=People16, location={1969.971016287873,2134.082026690274,0.0}, status=going to port},true),People47,1.0,-1),Belief(predicate(friend status,{name=People12, location={2520.247976556844,3202.408560213246,0.0}, status=going to port},true),People47,1.0,-1),Belief(predicate(friend status,{name=People40, location={1170.984822241141,2512.246415969701,0.0}, status=going to port},true),People47,1.0,-1),Belief(predicate(friend status,{name=People8, location={2529.5307803797946,3214.4953704301297,0.0}, status=going to port},true),People47,1.0,-1),Belief(predicate(Boom,{intensity=6},true),People47,1.0,4198)];false;nil;predicate(Boom,true);0.4311754849718384;#blue;predicate(communicate status,true);0.5802635039287142;0.5;Roads(2239);nil;([Roads(2239),Roads(2275),Roads(2325),Roads(258),Roads(1489)]) as path;BDIPlan(choose_whether_to_evacuate);false;[Desire(predicate(need to take a decision on whether to evacuate,true),People47,1.0,-1),Desire(predicate(at target port,true),People47,1.0,-1),Desire(predicate(communicate status,true),,1.0,-1),Desire(predicate(preparing to evacuate,true),People47,1.0,-1),Desire(predicate(Eruption,false),People47,1.0,-1)];{1795.8675352412731,1647.4100815809488,0.0};[emotion(fear,0.5890089787376454,predicate(Eruption,true),5.0832451569884246E-5,null,People47)];predicate(enjoying my time,true);predicate(evacuation order,true);0.4311754849718384;emotion(fear,predicate(Eruption,true),0.0,null,null);nil;nil;predicate(decided to go rescue someone,true);predicate(decided to go to port,true);219.0664979806394;[];predicate(in target port,true);47;[Intention(predicate(at target port,true),People47,1.0,-1),Intention(predicate(need to take a decision on whether to evacuate,true),People47,1.0,-1)];0.7617502897463934;emotion(joy,predicate(in target port,true),0.0,null,null);[];predicate(left the island,true);{1802.3376606036254,1652.661930992336,0.0};18;[];[People(12),People(14),People(40),People(8),People(23),People(24),People(16),People(32),People(5),People(18),People(7),People(15)];'People47';predicate(need to take a decision on whether to board,true);predicate(need to take a decision on whether to evacuate,true);0.6163340345388223;predicate(Eruption,false);predicate(no friend needs help,true);[];0.6873999357151371;[];0.4813482932987723;nil;0.3333333333333333;nil;[BDIPlan(lets_wander),BDIPlan(prepare),BDIPlan(go_rescue),BDIPlan(choose_whether_to_evacuate),BDIPlan(update_friends),BDIPlan(go_to_nearest_port),BDIPlan(wait_to_board)];0.7617502897463934;Port(0);predicate(prepared to evacuate,true);predicate(preparing to evacuate,true);false;8.333333333333334;0.3836659654611777;predicate(rescue someone,true);[];[(People12,0.8,0.2,0.2,0.7,0.7),(People14,0.5,0.3,0.9,0.6,0.7),(People40,0.7,0.2,0.1,0.2,0.3),(People8,0.4,0.3,0.4,0.5,0.3),(People23,0.4,0.9,0.0,0.8,0.6),(People24,0.1,0.4,0.1,0.8,0.7),(People16,0.1,0.2,0.5,0.7,0.6),(People32,0.3,0.4,0.2,0.3,0.7),(People5,0.1,0.0,0.9,0.6,0.6),(People18,0.7,0.1,0.6,0.1,0.8),(People7,0.9,0.1,0.3,0.6,0.4),(People15,0.6,0.6,0.4,0.7,0.5)];8.333333333333334;['use plan : choose_whether_to_evacuate','use plan : choose_whether_to_evacuate','use plan : prepare','use plan : prepare','use plan : go_to_nearest_port'];7.0;predicate(took an evacuation decision,true);0.0;0.25;[Uncertainty(predicate(Eruption,true),People47,0.3333333333333333,-1)];true;false;false;true;true;30.0;predicate(decided to wait for someone,true)
46;predicate(Eruption,true);0.5794606166581415;predicate(at target port,true);[Belief(predicate(evacuation order,true),People46,1.0,-1),Belief(predicate(decided to go to port,true),People46,1.0,-1),Belief(predicate(took an evacuation decision,true),People46,1.0,539),Belief(predicate(prepared to evacuate,true),People46,1.0,-1),Belief(predicate(friend status,{name=People17, location={1759.7015453005347,388.300519471424,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People31, location={1237.8119906134984,2263.749992827339,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People34, location={1512.963529247236,2625.5729999693135,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People19, location={2029.6768995887371,2070.1588953284627,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People43, location={1784.6978292622944,1192.1950105785552,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People44, location={2634.1266614151277,734.5117725389875,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People10, location={2134.98060368278,439.469858924697,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People27, location={1173.4348641113497,2432.1774754947032,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People2, location={2151.761470466276,2292.310767010909,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People29, location={1700.8416283725453,1053.4918900389155,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People22, location={1587.1465571401984,2114.9590576304035,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People48, location={1780.8273937435636,1284.1213571161334,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(friend status,{name=People30, location={1433.8890519573522,2689.6815987611767,0.0}, status=going to port},true),People46,1.0,-1),Belief(predicate(Boom,{intensity=6},true),People46,1.0,4198)];false;nil;predicate(Boom,true);0.54791173982739;#blue;predicate(communicate status,true);0.45847379515604053;0.5;Roads(286);nil;([Roads(285),Roads(286),Roads(3070),Roads(268),Roads(320),Roads(93),Roads(92),Roads(321),Roads(1473),Roads(2188),Roads(914),Roads(834),Roads(981),Roads(998),Roads(2324),Roads(361),Roads(360),Roads(1575),Roads(169),Roads(164),Roads(165),Roads(1877),Roads(171),Roads(634),Roads(2553),Roads(473),Roads(946)]) as path;BDIPlan(go_to_nearest_port);false;[Desire(predicate(preparing to evacuate,true),People46,1.0,-1),Desire(predicate(at target port,true),People46,1.0,-1),Desire(predicate(Eruption,false),People46,1.0,-1),Desire(predicate(need to take a decision on whether to evacuate,true),People46,1.0,-1)];{1651.3984623683618,1600.3044553114967,0.0};[emotion(fear,0.7003300364077534,predicate(Eruption,true),4.406483732787441E-5,null,People46)];predicate(enjoying my time,true);predicate(evacuation order,true);0.54791173982739;emotion(fear,predicate(Eruption,true),0.0,null,null);nil;nil;predicate(decided to go rescue someone,true);predicate(decided to go to port,true);148.62148432546596;[];predicate(in target port,true);46;[Intention(predicate(at target port,true),People46,1.0,-1)];0.6771069303707064;emotion(joy,predicate(in target port,true),0.0,null,null);[];predicate(left the island,true);{1658.5130132133706,1595.965375833286,0.0};18;['going to port'];[People(17),People(2),People(29),People(10),People(22),People(48),People(43),People(34),People(30),People(27),People(31),People(44),People(19)];'People46';predicate(need to take a decision on whether to board,true);predicate(need to take a decision on whether to evacuate,true);0.44937275087638634;predicate(Eruption,false);predicate(no friend needs help,true);[];0.7203937853057111;[];0.5295273209337861;nil;0.3333333333333333;nil;[BDIPlan(lets_wander),BDIPlan(prepare),BDIPlan(go_rescue),BDIPlan(choose_whether_to_evacuate),BDIPlan(update_friends),BDIPlan(go_to_nearest_port),BDIPlan(wait_to_board)];0.6771069303707064;Port(1);predicate(prepared to evacuate,true);predicate(preparing to evacuate,true);false;8.333333333333334;0.5506272491236137;predicate(rescue someone,true);[];[(People17,0.6,0.0,0.6,0.8,0.2),(People2,0.7,0.1,0.1,0.6,0.1),(People29,0.3,0.0,0.8,0.2,0.2),(People10,0.2,0.4,0.6,0.6,0.3),(People22,0.6,0.3,0.8,0.9,0.9),(People48,0.8,0.9,0.6,0.3,0.1),(People43,0.5,0.6,0.2,1.0,0.9),(People34,0.5,0.7,0.5,0.3,0.3),(People30,0.2,0.7,0.6,0.9,0.5),(People27,1.0,0.3,0.2,0.3,0.9),(People31,0.2,0.3,0.2,0.0,0.8),(People44,0.5,0.8,0.4,0.7,0.6),(People19,0.1,0.5,0.5,0.7,0.3)];8.333333333333334;['use plan : go_to_nearest_port','no more subintention forIntention(predicate(at target port,true),People46,1.0,-1)','use plan : go_to_nearest_port','no more subintention forIntention(predicate(at target port,true),People46,1.0,-1)','use plan : update_friends'];7.0;predicate(took an evacuation decision,true);0.0;0.25;[Uncertainty(predicate(Eruption,true),People46,0.3333333333333333,-1)];true;false;false;true;true;30.0;predicate(decided to wait for someone,true)
45;predicate(Eruption,true);0.28000197205773936;predicate(at target port,true);[Belief(predicate(evacuation order,true),People45,1.0,-1),Belief(predicate(decided to go to port,true),People45,1.0,-1),Belief(predicate(took an evacuation decision,true),People45,1.0,495),Belief(predicate(prepared to evacuate,true),People45,1.0,-1),Belief(predicate(friend status,{name=People4, location={1372.7958906384688,1608.5737554979044,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People41, location={769.8686013766094,2363.8860847295555,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People3, location={1421.6219115325089,1841.6845729960314,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People9, location={2029.5084296909336,1989.2005370766508,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People1, location={1560.0907835293842,1856.5298261191301,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People21, location={1847.0819705001632,1370.5547443280077,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People39, location={1906.8958103981818,1505.352514363419,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People49, location={1963.8853865600756,1221.3926144719735,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People26, location={3942.1017578830783,5712.555659235273,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People37, location={1949.9258084945307,3227.8474975786826,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People38, location={1571.5017207950007,2102.9619020238465,0.0}, status=going to port},true),People45,1.0,-1),Belief(predicate(friend status,{name=People28, location={1890.2056237579102,1903.9069922102626,0.0}, status=going to port},true),People45,1.0,-1)];false;nil;predicate(Boom,true);0.3927130947858785;#blue;predicate(communicate status,true);0.4218241936445548;0.5;Roads(2300);nil;([Roads(2297),Roads(2292),Roads(1558),Roads(1609),Roads(2733),Roads(1930),Roads(2275),Roads(2308),Roads(2361),Roads(2414),Roads(2787),Roads(1423),Roads(1473),Roads(2188),Roads(914),Roads(834),Roads(981),Roads(998),Roads(2324),Roads(361),Roads(360),Roads(1575),Roads(169),Roads(164),Roads(165),Roads(1877),Roads(171),Roads(634),Roads(2553),Roads(473),Roads(946)]) as path;BDIPlan(wait_to_board);false;[Desire(predicate(in target port,true),People45,1.0,-1),Desire(predicate(Eruption,false),People45,1.0,-1),Desire(predicate(preparing to evacuate,true),People45,1.0,-1)];{1404.302493949317,1447.785189453782,0.0};[];predicate(enjoying my time,true);predicate(evacuation order,true);0.3927130947858785;emotion(fear,predicate(Eruption,true),0.0,null,null);nil;nil;predicate(decided to go rescue someone,true);predicate(decided to go to port,true);285.6576285467334;[];predicate(in target port,true);45;[Intention(predicate(in target port,true),People45,1.0,-1)];0.6494799409100752;emotion(joy,predicate(in target port,true),0.0,null,null);[];predicate(left the island,true);{1402.0534236082458,1455.8092861035839,0.0};18;['at port'];[People(49),People(21),People(39),People(4),People(9),People(38),People(26),People(37),People(1),People(41),People(28),People(3)];'People45';predicate(need to take a decision on whether to board,true);predicate(need to take a decision on whether to evacuate,true);0.6359305455930135;predicate(Eruption,false);predicate(no friend needs help,true);[];0.5923791715203591;[];0.5334014923545334;nil;0.0;nil;[BDIPlan(lets_wander),BDIPlan(prepare),BDIPlan(go_rescue),BDIPlan(choose_whether_to_evacuate),BDIPlan(update_friends),BDIPlan(go_to_nearest_port),BDIPlan(wait_to_board)];0.6494799409100752;Port(1);predicate(prepared to evacuate,true);predicate(preparing to evacuate,true);false;#nan;0.36406945440698646;predicate(rescue someone,true);[];[(People49,0.7,0.3,0.6,0.9,1.0),(People21,0.8,0.6,0.5,0.2,0.6),(People39,0.6,0.7,0.8,0.1,0.2),(People4,0.8,0.1,0.8,0.9,0.0),(People9,0.6,0.9,0.0,1.0,0.4),(People38,0.8,0.2,1.0,0.8,0.7),(People26,0.7,0.3,0.0,0.6,0.6),(People37,0.0,0.6,0.0,0.2,0.0),(People1,0.8,0.0,0.3,0.6,0.1),(People41,0.0,0.0,0.7,0.2,0.7),(People28,0.4,0.9,0.9,0.8,0.4),(People3,0.4,0.7,0.9,0.6,0.1)];8.333333333333334;['use plan : wait_to_board','no more subintention forIntention(predicate(in target port,true),People45,1.0,-1)','use plan : wait_to_board','no more subintention forIntention(predicate(in target port,true),People45,1.0,-1)','use plan : wait_to_board'];4.0;predicate(took an evacuation decision,true);0.0;0.25;[];true;false;false;true;true;30.0;predicate(decided to wait for someone,true)
